Employee ID,First Name,Last Name,Email ID,Avaya Number,User Type,Title,Supervisor's Employee ID,QA's Employee ID,Manager's Employee ID,Date of joining
16422,Marcos,Vasquez,,32951,Manager,Manager,11955,,11955,25-Feb-08
27020,Quiroa,Johan,,327103,Manager,QA Analyst,16422,,27020,17-Sep-12
17907,Sherlet,Bergis2,,385374,Manager,Supervisor,16422,27020,16422,21-Feb-09
32142,Jorge,Campo2,,545060,Manager,Manager,17907,27020,32142,20-Mar-14
22938,Alfredo,Cruz2,,323557,Employee,,17907,27020,32142,22-Nov-10
31912,Ticyee,Davis3,,545073,Employee,,17907,27020,32142,19-Feb-14
23628,Iris,Garcia2,,545247,Employee,,17907,27020,32142,2-Mar-11
24816,Pablo,Patt,,488827,Employee,,17907,27020,32142,22-Aug-11
18094,Felix,Peralta,,10111,Employee,,17907,27020,32142,4-Apr-09
10869,Estella,Ramirez,,98169,Employee,,17907,27020,32142,9-Nov-05
21110,Dick,Sabido,,,Employee,,17907,27020,32142,19-Jun-10
12531,Kimberly,White,,59105,Employee,,17907,27020,32142,26-May-07
